

"Area","Area Id","Variable Name","Variable Id","Year","Value","Symbol","Md","0"
"AGO|Angola",24,"Municipal water withdrawal as % of total withdrawal",4255,1992,25.0763223287,"E","","0"
"AGO|Angola",24,"Municipal water withdrawal as % of total withdrawal",4255,1997,33.9196940727,"E","","0"
"AGO|Angola",24,"Municipal water withdrawal as % of total withdrawal",4255,2002,41.3128919024,"E","","0"
"AGO|Angola",24,"Municipal water withdrawal as % of total withdrawal",4255,2007,45.2677812411,"I","","0"
"AGO|Angola",24,"Municipal water withdrawal as % of total withdrawal",4255,2012,45.2677812411,"I","","0"
"AGO|Angola",24,"Municipal water withdrawal as % of total withdrawal",4255,2017,45.2677812411,"I","","0"
"AGO|Angola",24,"Municipal water withdrawal as % of total withdrawal",4255,2018,45.2677812411,"I","","0"
"AGO|Angola",24,"Total water withdrawal per capita",4257,1987,44.9049278481,"E","","0"
"AGO|Angola",24,"Total water withdrawal per capita",4257,1992,42.7996448258,"E","","0"
"AGO|Angola",24,"Total water withdrawal per capita",4257,1997,40.5781997773,"E","","0"
"AGO|Angola",24,"Total water withdrawal per capita",4257,2002,38.0503529313,"E","","0"
"AGO|Angola",24,"Total water withdrawal per capita",4257,2007,33.7616715864,"E","","0"
"AGO|Angola",24,"Total water withdrawal per capita",4257,2012,28.1106396222,"E","","0"
"AGO|Angola",24,"Total water withdrawal per capita",4257,2017,23.6712459024,"E","","0"
"AGO|Angola",24,"Total water withdrawal per capita",4257,2018,22.9083050785,"E","","0"
"AGO|Angola",24,"Total freshwater withdrawal",4263,1987,0.48,"E","","0"
"AGO|Angola",24,"Total freshwater withdrawal",4263,1992,0.5416923077,"I","","0"
"AGO|Angola",24,"Total freshwater withdrawal",4263,1997,0.6033846154,"I","","0"
"AGO|Angola",24,"Total freshwater withdrawal",4263,2002,0.66652,"I","","0"
"AGO|Angola",24,"Total freshwater withdrawal",4263,2007,0.7057,"I","","0"
"AGO|Angola",24,"Total freshwater withdrawal",4263,2012,0.7057,"I","","0"
"AGO|Angola",24,"Total freshwater withdrawal",4263,2017,0.7057,"I","","0"
"AGO|Angola",24,"Total freshwater withdrawal",4263,2018,0.7057,"I","","0"
"ATG|Antigua and Barbuda",28,"Agricultural water withdrawal as % of total water withdrawal",4254,1992,19.9091861684,"E","","0"
"ATG|Antigua and Barbuda",28,"Agricultural water withdrawal as % of total water withdrawal",4254,1997,19.7368421053,"E","","0"
"ATG|Antigua and Barbuda",28,"Agricultural water withdrawal as % of total water withdrawal",4254,2002,16.8393782383,"E","","0"
"ATG|Antigua and Barbuda",28,"Agricultural water withdrawal as % of total water withdrawal",4254,2007,15.5384615385,"E","","0"
"ATG|Antigua and Barbuda",28,"Agricultural water withdrawal as % of total water withdrawal",4254,2012,15.652173913,"E","","0"
"ATG|Antigua and Barbuda",28,"Agricultural water withdrawal as % of total water withdrawal",4254,2017,15.652173913,"I","","0"
"ATG|Antigua and Barbuda",28,"Agricultural water withdrawal as % of total water withdrawal",4254,2018,15.652173913,"I","","0"
"ATG|Antigua and Barbuda",28,"Industrial water withdrawal as % of total water withdrawal",4256,1992,20.293398533,"E","","0"
"ATG|Antigua and Barbuda",28,"Industrial water withdrawal as % of total water withdrawal",4256,1997,20.8502024291,"E","","0"
"ATG|Antigua and Barbuda",28,"Industrial water withdrawal as % of total water withdrawal",4256,2002,21.2435233161,"E","","0"
"ATG|Antigua and Barbuda",28,"Industrial water withdrawal as % of total water withdrawal",4256,2007,21.5384615385,"E","","0"
"ATG|Antigua and Barbuda",28,"Industrial water withdrawal as % of total water withdrawal",4256,2012,21.7391304348,"E","","0"
"ATG|Antigua and Barbuda",28,"Industrial water withdrawal as % of total water withdrawal",4256,2017,21.7391304348,"I","","0"
"ATG|Antigua and Barbuda",28,"Industrial water withdrawal as % of total water withdrawal",4256,2018,21.7391304348,"I","","0"
"ATG|Antigua and Barbuda",28,"Municipal water withdrawal as % of total withdrawal",4255,1992,60.6356968215,"E","","0"
"ATG|Antigua and Barbuda",28,"Municipal water withdrawal as % of total withdrawal",4255,1997,61.8421052632,"E","","0"
"ATG|Antigua and Barbuda",28,"Municipal water withdrawal as % of total withdrawal",4255,2002,62.6943005181,"E","","0"
"ATG|Antigua and Barbuda",28,"Municipal water withdrawal as % of total withdrawal",4255,2007,62.9230769231,"E","","0"
"ATG|Antigua and Barbuda",28,"Municipal water withdrawal as % of total withdrawal",4255,2012,62.6086956522,"E","","0"
"ATG|Antigua and Barbuda",28,"Municipal water withdrawal as % of total withdrawal",4255,2017,62.6086956522,"I","","0"
"ATG|Antigua and Barbuda",28,"Municipal water withdrawal as % of total withdrawal",4255,2018,62.6086956522,"I","","0"
"ATG|Antigua and Barbuda",28,"Total water withdrawal per capita",4257,1992,84.5858344579,"E","","0"
"ATG|Antigua and Barbuda",28,"Total water withdrawal per capita",4257,1997,91.8591245491,"E","","0"
"ATG|Antigua and Barbuda",28,"Total water withdrawal per capita",4257,2002,98.6014432595,"E","","0"
"ATG|Antigua and Barbuda",28,"Total water withdrawal per capita",4257,2007,110.5100122071,"E","","0"
"ATG|Antigua and Barbuda",28,"Total water withdrawal per capita",4257,2012,127.199725691,"E","","0"
"ATG|Antigua and Barbuda",28,"Total water withdrawal per capita",4257,2017,120.5122293714,"E","","0"
"ATG|Antigua and Barbuda",28,"Total water withdrawal per capita",4257,2018,119.4358473714,"E","","0"
"ATG|Antigua and Barbuda",28,"Total freshwater withdrawal",4263,1992,0.0021533333,"I","","0"
"ATG|Antigua and Barbuda",28,"Total freshwater withdrawal",4263,1997,0.0032866667,"I","","0"
"ATG|Antigua and Barbuda",28,"Total freshwater withdrawal",4263,2002,0.00442,"I","","0"
"ATG|Antigua and Barbuda",28,"Total freshwater withdrawal",4263,2007,0.0049,"I","","0"
"ATG|Antigua and Barbuda",28,"Total freshwater withdrawal",4263,2012,0.0044,"E","","0"
"ATG|Antigua and Barbuda",28,"Total freshwater withdrawal",4263,2017,0.0044,"I","","0"
"ATG|Antigua and Barbuda",28,"Total freshwater withdrawal",4263,2018,0.0044,"I","","0"
"ARG|Argentina",32,"Agricultural water withdrawal as % of total water withdrawal",4254,1997,73.3688472193,"E","","0"
"ARG|Argentina",32,"Agricultural water withdrawal as % of total water withdrawal",4254,2002,71.3617507279,"E","","0"
"ARG|Argentina",32,"Agricultural water withdrawal as % of total water withdrawal",4254,2007,72.8955390022,"E","","0"
"ARG|Argentina",32,"Agricultural water withdrawal as % of total water withdrawal",4254,2012,73.928004235,"I","","0"
"ARG|Argentina",32,"Agricultural water withdrawal as % of total water withdrawal",4254,2017,73.928004235,"I","","0"
"ARG|Argentina",32,"Agricultural water withdrawal as % of total water withdrawal",4254,2018,73.928004235,"I","","0"
"ARG|Argentina",32,"Industrial water withdrawal as % of total water withdrawal",4256,1997,10.5348391221,"E","","0"
"ARG|Argentina",32,"Industrial water withdrawal as % of total water withdrawal",4256,2002,12.5184765493,"E","","0"
"ARG|Argentina",32,"Industrial water withdrawal as % of total water withdrawal",4256,2007,11.3644453361,"E","","0"
"ARG|Argentina",32,"Industrial water withdrawal as % of total water withdrawal",4256,2012,10.5876124934,"I","","0"
"ARG|Argentina",32,"Industrial water withdrawal as % of total water withdrawal",4256,2017,10.5876124934,"I","","0"
"ARG|Argentina",32,"Industrial water withdrawal as % of total water withdrawal",4256,2018,10.5876124934,"I","","0"
"ARG|Argentina",32,"Municipal water withdrawal as % of total withdrawal",4255,1997,16.0963136586,"E","","0"
"ARG|Argentina",32,"Municipal water withdrawal as % of total withdrawal",4255,2002,16.1197727228,"E","","0"
"ARG|Argentina",32,"Municipal water withdrawal as % of total withdrawal",4255,2007,15.7400156617,"E","","0"
"ARG|Argentina",32,"Municipal water withdrawal as % of total withdrawal",4255,2012,15.4843832716,"I","","0"
"ARG|Argentina",32,"Municipal water withdrawal as % of total withdrawal",4255,2017,15.4843832716,"I","","0"
"ARG|Argentina",32,"Municipal water withdrawal as % of total withdrawal",4255,2018,15.4843832716,"I","","0"
"ARG|Argentina",32,"Total water withdrawal per capita",4257,1982,969.262434132,"E","","0"
"ARG|Argentina",32,"Total water withdrawal per capita",4257,1987,903.2514613807,"E","","0"
"ARG|Argentina",32,"Total water withdrawal per capita",4257,1992,847.7731749781,"E","","0"
"ARG|Argentina",32,"Total water withdrawal per capita",4257,1997,822.5845447242,"E","","0"
"ARG|Argentina",32,"Total water withdrawal per capita",4257,2002,843.6279059128,"E","","0"
"ARG|Argentina",32,"Total water withdrawal per capita",4257,2007,884.9218563666,"E","","0"
"ARG|Argentina",32,"Total water withdrawal per capita",4257,2012,904.7975729775,"E","","0"
"ARG|Argentina",32,"Total water withdrawal per capita",4257,2017,859.8647977542,"E","","0"
"ARG|Argentina",32,"Total water withdrawal per capita",4257,2018,851.6460912307,"E","","0"
"ARG|Argentina",32,"Total freshwater withdrawal",4263,1982,27.9092526316,"I","","0"
"ARG|Argentina",32,"Total freshwater withdrawal",4263,1987,28.1669631579,"I","","0"
"ARG|Argentina",32,"Total freshwater withdrawal",4263,1992,28.4246736842,"I","","0"
"ARG|Argentina",32,"Total freshwater withdrawal",4263,1997,29.29427,"E","","0"
"ARG|Argentina",32,"Total freshwater withdrawal",4263,2002,31.6979204545,"E","","0"
"ARG|Argentina",32,"Total freshwater withdrawal",4263,2007,35.0259090909,"E","","0"
"ARG|Argentina",32,"Total freshwater withdrawal",4263,2012,37.69,"I","","0"
"ARG|Argentina",32,"Total freshwater withdrawal",4263,2017,37.69,"I","","0"
"ARG|Argentina",32,"Total freshwater withdrawal",4263,2018,37.69,"I","","0"
"ARM|Armenia",51,"Agricultural water withdrawal as % of total water withdrawal",4254,1997,66.2199387168,"E","","0"
"ARM|Armenia",51,"Agricultural water withdrawal as % of total water withdrawal",4254,2002,65.7667012807,"E","","0"
"ARM|Armenia",51,"Agricultural water withdrawal as % of total water withdrawal",4254,2007,66.950053135,"E","","0"
"ARM|Armenia",51,"Agricultural water withdrawal as % of total water withdrawal",4254,2012,71.676300578,"E","","0"
"ARM|Armenia",51,"Agricultural water withdrawal as % of total water withdrawal",4254,2017,73.1707317073,"E","","0"
"ARM|Armenia",51,"Agricultural water withdrawal as % of total water withdrawal",4254,2018,69.3441414886,"E","","0"
"ARM|Armenia",51,"Industrial water withdrawal as % of total water withdrawal",4256,1997,4.1629267387,"E","","0"
"ARM|Armenia",51,"Industrial water withdrawal as % of total water withdrawal",4256,2002,4.4190608054,"E","","0"
"ARM|Armenia",51,"Industrial water withdrawal as % of total water withdrawal",4256,2007,4.8891250443,"E","","0"
"ARM|Armenia",51,"Industrial water withdrawal as % of total water withdrawal",4256,2012,7.8952737164,"E","","0"
"ARM|Armenia",51,"Industrial water withdrawal as % of total water withdrawal",4256,2017,4.2648083624,"E","","0"
"ARM|Armenia",51,"Industrial water withdrawal as % of total water withdrawal",4256,2018,4.7899778924,"E","","0"
"ARM|Armenia",51,"Municipal water withdrawal as % of total withdrawal",4255,1997,29.6171345446,"E","","0"
"ARM|Armenia",51,"Municipal water withdrawal as % of total withdrawal",4255,2002,29.8142379139,"E","","0"
"ARM|Armenia",51,"Municipal water withdrawal as % of total withdrawal",4255,2007,28.1608218208,"E","","0"
"ARM|Armenia",51,"Municipal water withdrawal as % of total withdrawal",4255,2012,20.4182250935,"E","","0"
"ARM|Armenia",51,"Municipal water withdrawal as % of total withdrawal",4255,2017,23.3449477352,"E","","0"
"ARM|Armenia",51,"Municipal water withdrawal as % of total withdrawal",4255,2018,25.865880619,"E","","0"
"ARM|Armenia",51,"Total water withdrawal per capita",4257,1997,824.9749687928,"E","","0"
"ARM|Armenia",51,"Total water withdrawal per capita",4257,2002,571.3291263154,"E","","0"
"ARM|Armenia",51,"Total water withdrawal per capita",4257,2007,962.6211119212,"E","","0"
"ARM|Armenia",51,"Total water withdrawal per capita",4257,2012,1019.6814821544,"E","","0"
"ARM|Armenia",51,"Total water withdrawal per capita",4257,2017,974.6022722835,"E","","0"
"ARM|Armenia",51,"Total water withdrawal per capita",4257,2018,919.45611833,"E","","0"
"ARM|Armenia",51,"Total freshwater withdrawal",4263,1997,1.85,"","","6921"
"ARM|Armenia",51,"Total freshwater withdrawal",4263,2002,1.732,"","","6921"
"ARM|Armenia",51,"Total freshwater withdrawal",4263,2007,3.012,"","","6921"
"ARM|Armenia",51,"Total freshwater withdrawal",4263,2012,2.941,"","","6921"
"ARM|Armenia",51,"Total freshwater withdrawal",4263,2017,2.865,"","","6921"
"ARM|Armenia",51,"Total freshwater withdrawal",4263,2018,2.714,"","","7036"
"AUS|Australia",36,"Agricultural water withdrawal as % of total water withdrawal",4254,1997,69.7356509144,"E","","0"
"AUS|Australia",36,"Agricultural water withdrawal as % of total water withdrawal",4254,2002,68.361494342,"E","","0"
"AUS|Australia",36,"Agricultural water withdrawal as % of total water withdrawal",4254,2007,59.5740791518,"E","","0"
"AUS|Australia",36,"Agricultural water withdrawal as % of total water withdrawal",4254,2012,59.847680879,"E","","0"
"AUS|Australia",36,"Agricultural water withdrawal as % of total water withdrawal",4254,2017,65.5953743114,"E","","0"
"AUS|Australia",36,"Agricultural water withdrawal as % of total water withdrawal",4254,2018,69.2607290761,"E","","0"
"AUS|Australia",36,"Industrial water withdrawal as % of total water withdrawal",4256,2002,10.7472902233,"E","","0"
"AUS|Australia",36,"Industrial water withdrawal as % of total water withdrawal",4256,2007,15.0808884014,"E","","0"
"AUS|Australia",36,"Industrial water withdrawal as % of total water withdrawal",4256,2012,16.7800736625,"E","","0"
"AUS|Australia",36,"Industrial water withdrawal as % of total water withdrawal",4256,2017,21.3318290444,"E","","0"
